content,score
"Gamenya bgus saya suka cuma ini game kek berat bgt dah padahal cuma 6 gb total size nya tpi kerasa berat bgt 😪 masak aether gazer yg 11 gb aja bisa di grafik high dan lancar bgt lah ini grafik medium aja udah frame drop lo pdahal 30 fps , untuk sistem gachanya di permudah soal nya bnyak an player gratisan pasti, ya moga di update selanjutnya bisa di pertimbangkan oleh developer ya 🙏🙏 Maaf aku ksih rating 3 krna alasan yg di atas yg aku alami saat bermain game ini 🙏🙏🙏",3
"Masih banyak sekali bug nya, mulai dari bug di awal tutorial, dan bug loading screen yg tidak berjalan, dan bahkan saat di loby pun sama tolong segera di perbaiki Karan masih saya maklumi karna game baru makasih,😋",3
Game ampas kapasitas besar bug parah lagi main malah keluar sendiri begitu seterusnya tolong di perbaiki biar tidak mengecewakan baru kali ini saya menemukan game kapasitas besar bgini,1
Bagus tapi yang kurang di game ini adalah di mode ceritanya soalnya ada pembatas levelnya jadi kalau semua mode hariannya udah di kelarin dan udah samapai ke pembatas level di mode ceritanya jadi bosan mau lakuin apa lagi jadi mau tidak mau harus nunggu besok supaya bisa dapat level dari bode harian dan yang paling parah adalah loading nya yang muncul setiap kembali ke lobby walaupun jaringan sebagus apapun pasti tetap loading kalau kembali ke lobby jadi mohon di perbaiki,3
Game nya bagus dari cerita mempunyai stal nya yang menjadikan ciri khas game itu sendiri cirihas game iruh sendiri cuman ada satu yang nggangu aku nggatau ituh byk Atau bukan tapi tulisannya mengunduh kalau emang itu menunggu harusnya nanti aja dulu pas tutorialnya udah selesai ini mah masih tutorial mengunduh jadi nggak jalan-jalan kan itu yang buat kesel gua aja dari tadi belum main-main gara-gara itu saran buat developer kalau untuk mengunduh data lagi lebih baik nanti tutorialnya selesai,3
"gw ganti bintang 1, bug di android kgk ada perubahan. sama sekali ga di urus nih game. ga butuh update aneh-aneh gw butuhnya fix bug, event numpuk bug kgk pernah di fix buat apa. mau maen ae jadi eneg",1
"Untuk sekarang b1 dlu sumpah banyak banget bug yang ad di game ini mulai dari stuck loading, black screen, for close, dan msih ada lagi cma itu semua bisa di atasi jika reloeg cma kalau server nya udh bagus baru ku pertimbangin rating nya",1
"Hallo. Ijin mengutarakan pendapat ya, setelah bermain game ini kurang lebih 2 Minggu, terdapat satu Bug yang sangat menggangu yaitu adanya loading di layar secara terus menerus. Tentunya hal ini sangat menggangu kenyamanan bermain. Mohon untuk segera diperbaiki. Jika sudah nanti penilaian akan saya update",1
"Story bagus, gameplay bagus, tapi aplikasinya banyak bug. Black screen, tutorial berulang, stuck frame, sekalinya keluar aplikasi harus mulai aplikasi lagi.",3
"perbaiki bug nya woy,banyak bug nya kayak black screen,stuck loading,kadang di menu awal karakternya jadi transparan,gua bakan kasih bintang 5 kalo bug yang ku sebutin di fix",1
Bagusssss dan seruu aja kerenn lah gamenya. Tapi kendala saya cuman 1 kenapa ya pas saya mencet ntah itu rekrut atau apapun itu selalu ada gambar loading warna biru?apakah itu bug atau apa? Bisa kah di fix? Karna menganggu karna kedelayannya,5
Tolong game ini masih butuh perbaikan karena sering terdapat bug dan tolong pengaturan nya harus ganti dari default nya harus pake gamepad ke touchscreen biar lebih mudah bagi player main nya,3
"Gamenya bug padahal sebelum global gak terlalu bug tapi sekarang banyak bug,gamenya juga terlalu mikirin top up dan gak mikirin bug.",2
"Menurut ku gamplaynya cukup bagus segi grafik juga bagus tapi sayang kenapa sering ngebut di masalah login,saat memainkan story,dan saat merekrut Hunter semoga update kedepannya tidak ada lagi bug yang seperti itu lagi",2
Game apa ini masak baru main analog ngebug gak bisa gerak. Soal jaringan lancar2 aja. Tutor pertama malah gak bisa gerak samsek coba relog berulang2 tetep gak bisa. Btw device q ram 8+6 Rom 128 renot 10s,3
"saya memiliki kendala dalam bermain yaitu, ada sebuah kursor yang muncul di layar dan saya tidak dapat menggerakkan joystik saat tutorial. Jadi saya belum memiliki pengalaman bermain yang baik maka dari itu saya berikan 2 bintang untuk sekarang",2
Banyak bug nya terutama di hp poco f4 saya 1.kadang nge blank hitam 2.ngefreez 3.sudah ganti bahasa tapi tetep korea di setting bahkan gal bisa di klik 4.gak bisa ganti cus hud setting selalu balik lagi 5.yang lebih parah nyaa gak bisa log out:) 6.buffering gak jelas padahal sinyal bagus mohon secepatnya di benerin jan dulu up le yang lain hal karena percuma udah bnyak up kel story batu tapi masih banyak banget bug pasti gak akan betah mainnyaa,1
"Gamenya bagus, kelebihannya banyak bug, kalau main pake android harus semi auto kalau gak, tidak bisa gerak, misinya menarik dodge skill tapi harus semi auto pasti kena tuh spell briliant thank.",5
"Dari awal main pas baru di suruh gerakin karakter pake joystick nya udah ga bisa di apa-apa in. Kayak game nya ga bereaksi sama jari yang udah nyentuh layar, ya simpel nya nge freeze gitu",5
"Tiba tiba terjadi black screen, mungkin harus ada di perbaiki bug nyaa. Padahal hp mendukung buat, seketika black screen ga muncul² signal juga kuat. Gabisa di mainkan jadinya",5
"Tolong di benar kan bug bug yang terus muncul seperti ,, bug nembus ke tanah,bug skip animasi,dan yang paling parah bug loading layar hitam sering seperti itu tolong di benarkan lagi untuk devoloper",1
"sejauh ini masih masih banyak bug yang harus diperbaiki, dan permudahlah mendapatkan gold di dalam game. saat ini mencari gold sangatlah sulit dan menjadi salah satu isu utama saat ingin melakukan progres dalam game adalah keterbatasan gold. sekelas netmarble harusnya bisa cepat memperbaiki hal hal seperti ini, karena kalau tidak secepatnya di perbaiki akan banyak orang yang menguninstal game ini karena tidak bisa melakukan progres dalam game karena terhambat dalam mendapatkan gold.",1
Sering ngestuck di loading dari hari pertama ku main kira ini baru main lagi udh kagak rupanya masih sama aja stuck di loading (black screen),1
Game nya bagus karna saya suka baca comicnya tapi kekurangannya di combat nya agak masih kurang smoth sama ketika mengarah kan serangan ke musuh masih kurang presisi jadi agak sulit menarget musuh yg bergerombol,5
"game nya ada banyak bug, lagi main langsung muncul hitam hitam dan harus login ulang, lagi rekrut hunter malah ngebug dan harus login ulang,tolong developer perbaikan ini karena player mungkin tidak nyaman bahkan mau sampai uninstall game nya",5
"Game yang di tunggu, tapi kenapa ga bisa di apa2in ya sama sekali stak tutorial arah saja ga bisa di apa2in, padahal sudah di setting resolusi dari rendah ke high sama saja hasilnya, ayolah mimin Spec daget sudah ultra nih",1
"Salam hormat pihak developer, saya ingin memberikan sedikit saran untuk game solo leveling: arise, saya sangat suka dengan game ini tapi masih banyak sekali bug yang terjadi saat saya bermain salah satu nya bug loading yang lama padahal jaringan saya sangat bagus dan penyimpanan hp saya sangat besar dan juga ketika saya main saya sering mendapatkan monster yg tiba-tiba menghilang atau kurang dari jumlah misi yang lagi saya jalan kan, saya mohon untuk pihak developer untk memperbaiki masalh ini",4
"problem loading scene, seringkali perpindahan in game ke lobby stuck sehingga menganggu permainan. padahal jaringan kencang dan stabil. harus close app dan relog agar bisa melanjutkan permainan. mohon diperbaiki terimakasih",1
"Ceritanya bagus dan gamenya seru tapi tolong diperbaiki masalah frame rate nya aku pake HP ram 8gb Rom 256 padahal memori masih banyak tapi ga tau knp lag banget, aku main game yg jauh lebih berat memori nya tapi lancar lancar aja, tapi aku maklumin gamenya baru rilis global soalnya",3
"Masalah jaringan sangat sering di jumpai saya main dengan jaringan lancar tapi pas di game buffering Mulu, stuck di loading screen nunggu ngga kelar kelar dan harus restart game, fps drop yang sangat parah hingga menggangu permainan tolong di fix",1
"Sebenarnya bagus gamenya, cuman banyak bug. Yg paling sering muncul bug nya ya bug loading, selalu stak di loading doang dan harus di refresh baru bisa lagi",3
"Game bagus dengan pengalaman gameplay yang memukau, tetapi masih banyak Bug di dalam game seperti Sering Loading ketika mau masuk ke option tertentu dan game tidak berjalan harap Developer memperbaiki masalah ini",3
"Dari segi grafik sudah bagus, hanya saja sering terjadi loading ketika didalam lobi dan itu sangat menganggu padahal jaringan bagus tapi sering loading mau buka event loading mau klaim ini itu loading kebanyakan loading.",3
"Gameplaynya asik banget tapi perlu di update, Control di mobile kalau saat login tidak pernah respon harus ganti ke setting dulu dan sering bug loading juga. Semoga gamenya di fix",5
game bagus aku suka dari segi main nya ok tpi yg jadi masalah nya dari segi damage gk sesuai dengan level.moster nya . masak level 54 kalah sama level 41.kan aneh tolong di pertimbangkan lgi ya deploper klo bisa perbaik segi auto nya masak pas ngulti belum selsai malah ke ganti kan buang2 ulti jdi nya,5
"Gilaaaa udah level 50 keatas susah nya bukan main padahal udh diatas rekomendasi battle power, tapi ttp aja ga bisa menang, rate item juga dapt nya makin kesini makin ampas :(",1
"Kenapa ada kursor di tengah layar, dan saat saya main saya tidak bisa menggerakkan karakter, kemungkinan karena ada kursor jadi seharusnya memakai mouse dan keyboard, tapi saya sendiri menggunakan android smartphone, apakah itu bug?, jika itu bug mohon diperbaiki",1
"tolong perbaiki, masih ada banyak bug seperti loading stuck, double character, monster yang tidak muncul, dan black screen. karena loading stuck saya harus keluar masuk aplikasi berkali-kali dan itu tidak menyenangkan.",1
"sistem level yang sangat lambat untuk meningkat, tidak ada tempat farming resource yang tetap membuat susah untuk upgrade, misi yang sengaja dibuat susah dan lama, dan arah kamera POV yang tidak jelas dan yang paling membuat saya kesal adalah sering kali saya mengalami proses loading yang stuck dan membuat saya harus me reset dan masuk ulang aplikasi, sungguh pengalaman yang buruk!",1
"Masih banyak bug nya, suka gak bisa masuk game, terkadang ngfreeze padahal ram 8, seharusnya kalo masih banyak bug mending jangan launching dulu.",2
Syarat power untuk fitur endgame masih sangat susah untuk F2P. Tolong di seimbangkan syaratnya agar adil.,4
Terjadi bug saat di dungeon instant Bossnya hilang dan tidak kembali lagi saat menjalani intant dungeon sehingga saya mengalamai kekalahan karna waktunya habis tanpa adanya bos yang bisa di serang tolong di perbaiki terima kasih,2
"Min tolong lah bug loadingnya secepatnya di benerin ,jujurnya untuk semuanya udah oke tapi bug loading nya itu loh bikin malas buat login ke game nya",4
"Permudah misinya dong kalo mau yang maen banyak, nambah tinggi levelnya nambah susah.",5
"Baguss banget, tpi sayangnya masih banyak bug, kayak lag, ngefreeze, dan kalau bisa ditingkatkan lagi kualitas charnya 😔 sama game ini entah kenapa terasa berat banget buat digerakin charnya",4
"resources sudah lengkap, kursor tidak bisa di gerak kan, konyol sekali, kecepatan rilis masih banyak bug dan masalah belum di fix, semoga tetap ngebug terus, habis kouta saja loh tong",1
"overall dah bagus game nya, tapi kadang masih ada problem dari control nya kalau memain kan di Android, semisal kadang berubah sendiri ke mode keyboard tolong di fix yaa..",5
"Keseringan muncul layar hitam (mungkin blank), mohon di perbaiki supaya bisa memainkan gamenya dengan lebih seru lagi, masa setiap main harus log in ulang sih untuk menghilangkan layar hitam nya, dan parahnya lagi setiap log in ulang pasti bakal muncul layar hitam tersebut, sekali lagi kepada developer yang terhormat mohon di perbaiki",2
"Untuk controller sudah baik dan berhasil dihandphone poco f4 namun terkadang misinya sering stuck dan harus bolak balik keluar aplikasinya, mohon perbaikan nya🙏🏻 untuk sekarang saya kasih bintang 2 dulu",2
"Controller analog sama button nya ngeselin terutama pas tutorial, ga bisa disetting dari awal itu udah bikin gua jengkel, tetep aja walau udah tutorial gw bisa otak Atik tetep rasa keselnya masih kebawa",2
"Saya kasi bintang 3 dulu soale ini srigala di dungeon instan masih ngebug, stiap kali ada yg mati mau yg manapun itu yang laen masuk portal gk kluar lagi sampe waktu abis. Udh 3x kya bgitu terus kjadiannya, gk kelar"" quest soale wktunya abis. Tlg dgn hormat kasi tau tu srigalanya jgn ngambekan bgitu, gk bagus buat kesehatan klo bgitu terus ye. Thanks!! 🙏🙏",3
"Server masih suka lag, target otomatisnya klo bisa setiap musuhnya kalah langsung berpindah ke musuh lain tanpa harus di pencet lagi, karena sensitivitasnya masih ngeselin. Android user",4
"haduhhh minn tolong lahhh yahhh,kenapa setiap bermain harus stuck mulu pdhl jaringan bagus,performa hp masih kenceng...pas main story kadang ga bisa apa apa diam mulu,trs pas loading malah stuck nya juga lama bngt.....tolong cepat diperbaiki terimakasih",3
"Bugnya tlong dong diperbaiki,stuck loading screen,stuck in game hunter lainnya ga lebawa sm shadownya,ga ad tmbol evasionnya,klo ud kelar juga bsa ngeblank,jd hrus relogin trus dan ulang lagi. Sisanya ud oke..beresin bug nya aja tolong 🥲",3
"Secara story, graphic, ama fightnya udah bagus cuma ya masalahnya setiap kembali ke lobby pasti loading, meskipun sebentar tapi itu cukup mengganggu kenyamanan, dan juga saya harap bug and glitch yang lain juga segera di fixed 👏🙏🥰",5
"bug terus plssssss, tolong diperbaiki... Padahal masih tutorial tapi sudah bug berkali-kali sampai saya harus bolak-balik close gamenya, jengkel banget. Kalau sudah diperbaiki nanti saya balik lagi.",2
gamenya bagus dari segi cerita maupun battle fightnya cuman kebanyakan loading buka ini itu loading dikit sikit loading loading terus juga bug loading kalo mau main sama selesai main selalu loading terus harus keluar game dan hapus histori buka lagi gamenya baru bisa lanjut main ini mengganggu banget dan buat gamenya jadi jelek,1
"Additional data udah di download, semua patch sudah di download , koneksi sangat baik, tidak berada dalam real time PvP, lalu kenapa masih loading terus? Menjijikkan sih. Udah 2 minggu lebih sejak launch belum juga ada update patch perbaikan. Nggak niat mantain nih netmarble ? Rating langsung anjlok, habis ini juga 2*. Main sama loading lebih LAMA loading . Parah .",1
"Untuk gamplay, alur cerita sih the best banget tapi sayang masih banyak bug dmna mana,. Saran aja sih jangan terlalu terlalu banyak loading ya abisa itu suka ngep reez dan suka lemot atau di delay semoga di denger sana development .. sorry bintang 3 dulu kalo game nya makin baik pasti di tambah bintang nya",3
"overall gameplaynya bagus tapi selalu ada bufering di setiap aksi bahkan ketika berjalan di lobk dan itu sangat menganggu,mungkin nanti ketika bug² yang menganggu sudah diatasi akan saya ubah untuk rating penilaina",1
Tolong bugsnya dibenerin masa selalu loading lama seh ga jalan stuck setiap abis nyelesain misi atau quest.,3
"masih banyak bug, seperti layar menjadi hitam, stuck loading. untuk user yang memakai kuota data bisa diakali dengan vpn, tapi yang paling mengganggu terlalu banyak loading di game sehingga membuang - buang waktu",3
Tolonglah dev. Gamenya ngecrash setelah skip animasi waktu tutorial gamenya hitam dan ngecrash padahal koneksi dan device udh mendukung awal awal main masih aman setelah login ke 2x gamenya crash setiap login,1
"Habis interakso sesuatu pasti loading, oke saya beri bintang 1 karena mendapatkan bug dibagian tutorial, untuk spesifikaso hp sudah bagus, cuma emng ada bug disini bagian tutorial joyateak todak bosa diinteraksi, tlong diperbaiki dlu karena saya tidak bisa main, jika sudah fix akan saya beri nilai rating lebih, tutorial dibuat ada skip nya saja agar pemain lain tidak stuck seperti saya",3
"tolong di benerin dong bugnya lagi enak-enak main tiba-tiba stuck di loading screen cape banget harus realog trs, mending abis realog ga kena gt lagi ini mah sama aja terus terusan stuck di loading screen, padahal game nya bagus banget sumpah, tolong yaa cepet-cepet di benerin.",3
"Walau game nya server nya ngeleg yaa masi bisa di wajarin lah karena game baru rilis dan fresh. Story, grafik dan pembawaan ceritanya juga rekomended banget sih bagi pengemar game dan animasi solo leveling.pokok nya mantep dah",5
"Masuk game nya lama, kadang harus keluar dulu terus masuk lagi. Tutorial banyak, sampai 3 chapter. Pas mau main harus download sampai selesai dulu, game RPG lain bisa sambil main + download game dan harus mengulang download game dari 0% padahal tinggal 600 MB lagi",1
"masih banyak bug, sering stuck di loading padahal gamenya udah mulai, tapi layarnya masih stuck di loading. tolong di perbaiki.",1
"updatenya tolong bug loading yg stuck dibagusin, udh 2x update gk ada perbaikan, jgn karakter mulu yg di perbanyak, game playnya gk diperhatiin",4
"Dari seluruh game yg saya mainka , ini adalah yg pilng bikin saya kecewa, selalu stack di loading saat story saya tidk tau masalh dri mana, tpi jika ada niat baik tolong di perbaiki, feal game akan terus berkurang jika game sebagus ini tidak di fix kan untuk masalah loadingnya",2
"masih banyak juga di sistem nya, kadang paling lama nunggu loading screen setelah menyiapkan tantangan, sama senjata jenisnya kalau bisa ditampilkan real dimode tampilan heronya",2
"Tolong dong di perbaiki keluar masuk misi balik ke menu utama sering loading,tolong ilangin mode loading ,berasa main game jaman dulu dikit dikit loading 🤣 tahun 2024 masih aja ada game loading di menu awal 🤣🤣",2
"suka ngelag ga jelas padahal jaringannya lancar, layar suka tiba tiba item harus reset game baru bisa dimainin lagi, tombol kembali juga sering ga berfungsi padahal grafisnya udh dirurunin paling rendah tapi masih ngelag",2
"Masalah loading tiap di lobby maupun ketika selesai battle tolong diperbaiki. Internet saya bagus ketika sy membuka game lain dan tidak ada kendala loading terus menerus, tetapi game ini selalu punya kendala tersebut, jadi tolonglah developer diperbaiki lagi ini kendala loadingnya yang selalu muncul. Kalo udh fix gw tambahin bintangnya",3
"keluhan: 1.jaringan eror trus ga bisa masuk, nge stuck di loading an trus 2.frame rate nya patah"" padahal udh di ubah 60fps lagipun hp masih kuat main ni game 3.disuruh kalahin monster lizardman malah monster nya gada pdhl udh nunggu 1 jam lebih ga muncul"" hadehh klo masih banyak bug jngn di rilis dlu lah kesel tau",1
"Bagus sih,tapi masih ada beberapa bug trutama jaringan yg susah login. Tolong developer di perbaiki lagi agar game lancar,pemain bisa menikmati game yg epic ini. Ttttoooppppp grafis dan alur cerita.",2
di pc malah bagus banget kaga ada bug bug an mungkin kedepannya di perbaiki bug bug yang ada di mobile di pc aman aman aja si game baru juga pasti ada bug nya jadi maklum ni aja trs minta masukan kedev nya untuk meningkatkan dan memperbaiki bug bug yg ada,5
"Terlalu banyak BUG, layar loading terus, suka stuck layar hitam di gate,kisah, ataupun pas gacha.kudu restart2 game terus2an dan itu memuakan. Kenapa dari netmarble bermasalah trus?TOLONG GAME SE HYPE INI,DI PERBAIKI BUG NYA",1
"woy benerin lah bug black screen masa harus ngulang misi lagi, udah update tapi masih aja gada perubahan soal bug dan lain lain nya",1
"Kapasitas sangat besar , kalo sampe gak bagus ya cepet gulung tikar lah . Lv 1 - lv 50 ok .... Lv 50 ke atas udah mulai susah , diatas lv 60 baru sadar lah ini game PTW 🤣😂 Saran aja , klo kalian cari yang gratis mending gak usah download ini game , sumpah kalo udah terlalu jauh nyesek bgt 😅",2
cerita gameplay bagus tapi kadang suka balik ke mode touchpad dengan sendirinya tarus untuk kelambatan server dan loading masih harus dikembangkan selebihnya sudah ok sih termasuk UI dan lain lain,3
"Untuk developer, tolong atasi bug frezee di loading yang membuat saya tidak nyaman bermain karna bug ini selalu muncul ketika saya sedang menunggu selesai loading, dan device hp saya adalah poco X3 pro, terimakasih mohon bantuannya.",4
"ngebug tidak mau disentuh saat tutorial pertama sudah di restart dan masuk game lagi tetap sama, tetap stuck di tutorial. analog tidak bisa digerakkan tpi suara game masih ada",3
"Gak ada niatan apa ini game dibenerin?.. Padahal banyak yg Komen loooo,sampe sekarang gak ada pembenaran sama sekali,padahal dari segi grafik visual bagus tapi gamenya ampass,kalo gini terus gua yakin Ini game Pasti bakalan hangus/Sepihhh",1
Bug nya masih banyak banget Tolong di perbaiki Contoh di awal tutor di suruh gerakan Kursol Tapi kursol nya gk bisa di tekan or gerak kan Dan kedua ketika setiap mau tekan apapun kek tekan event or pesan pasti loading Padahal HP juga bukan spek bawah kali Standart 6 jt an Harus nya gk masalah di HP la ya Dan banyak teman saya juga mengalami banyak ngebug,1
"keren, cuman karena masih baru Selalu setiap keluar dari shop atau apapun selalu loading dan kadang minta reconnet ulang. mungkin untuk kedepannya agar lebih di tingkatkan lagi, dan rare untuk heronya jngn pelit"".",5
untuk grafik udh bagus tapi terdapat sedikit kendala saat memainkan game yaitu 1. layar background berubah menjadi biru 2. karakter npc tiba-tiba menjadi 2 3. sering terjadi bug lag saat sebelum memulai game,4
"Kekurangan dari game netmarbel ya dari loading suka lama dan banyak banget loadingnya, apa lagi banyak sekali bug di tambah ini game belum apa2 udah stuck di loading, malah ada alert hack payah sekali",1
"Game nya sih bagus, ga pelit. tp sayangnya banyak bug yg ttp g di perbaiki dan bikin g nyaman mainin nya yg bikin game ini jadi GAME SAMPAH!!!",1
"Gamenya bagus, tapi sering tiba-tiba terjadi lag padahal jaringan internet lancar-lancar saja dan juga sering terjadi bug layar menjadi hitam. Yahh, kurangnya cuma disitu sih coba ditingkatkan lagi 🙏 selanjutnya pasti saya kasih bintang 5 😁",4
"sebenarnya gamenya bagus, tolong lebih di optimalkan lagi kedepannya saya main di ram 6/128 helio G85 terasa berat dan sering buffering",1
"Game Oke, Bagus. Bukan Monsternya Yg Bikin Kesel, Gamenya Yang Gangguan Mulu, Banyak Bug. Harus Relog Terus. Stuck Di Loading Atau Black Screen Terus. Tolong Di Bantu Yang Developer.",3
"Gamenya seru, bagus, gokil parah buat storyline nya. Tapi banyak loadingnya pas di lobby, kayak buffering dulu tiap mau mencet profile dan agak lama. Selebihnya mantul",5
Untuk semua Bagus sekali.. Rate gachanya bagus. Skinnya di tambah lagi... Dan untuk naik level tolong lebih di ringannkan jgn terlalu sulit .. Karen untuk player yg kurang sabaran.. Nanti bisa malas untuk main lagi.. Semakin sukses ya...,5
Game sudh bagus story dll. Hanya saja ada beberpa part seperti habis stroy mau pun pas mau mulai loading terus muncul dan kadang sangat lama menunggu pada saat ada scane fight nya.,2
Game nya dari segi story ya sudah bagus dan grafik ya juga bagus juga cuman sedikit bug loading nya aja,5
"Game nya udah bagus dari segi grafik, hanya saja masih banyak bug di dalam game terutama stuck pada game seperti waktu loading stuck ga masuk masuk in game, semoga bisa cepat di perbaiki bug bug nya",3
"Bagus sih gamenya? Cuman sayang meskipun grafiknya udah di mentokin kiri semua. kadang"" tetep aja macet di loading, macet ketika mau explor/battle Mengecewakan,.. 😌",2
"Seperti biasa netmarble, pay to win nya sangat sangat berpengaruh dalam game. Banyak kali bundle nya bos. Bahkan passnya ampe ada dua versi gila.👎. Gameplay so so, banyak bug loading error.",1
Terlalu banyak bug seperti layar yg tiba² menghitam di tengah pertempuran mohon di perbaiki,1
"Setiap mau beres download data pas awal game selalu disuruh download ulang dan muncul ""Terdapat masalah pada file patch, ingin mengunduh ulang?"". Tolong dong udh download data 2x, ngabisin kuota aja. Awalnya exited mau mainin nih game, eh baru download data malah dimunculin kepikiran buat hapus",1
"Overall bagus, kasih bintang 4 dulu.. Game terlalu banyak loading, untuk mobile selalu ke reset pengantaran kontrol ke gamepad.. Tolong di benerin",4
"Game nya seru, keren, menyenangkan tapi tolong di buat jadi ringan, makin update makin berat bgt game nya🙏",5
"better dari pas awal rilis yang dikit² loading kyk cloud game. sekarang sudah oke, walaupun terkadang hal tsb masih terjadi",4
"Terlalu banyak bug stuck di loading yang sangat mengganggu sehingga harus relog dan karena itu saya jadi malas main!! Ayolah perbaiki admin, saya pengen main game ini dengan nyaman tanpa ada rasa takut stuck di loading. Sekian dari saya",1
"Tidak bisa bermain. Mengalami BUG dan stuck pada tutorial pertama, ketika disuruh gunakan stik sebelah kiri untuk menggerakkan karakter, sama sekali tidak bisa disentuh dan juga stuck. Semoga segera diperbaiki.",1
Ini game bagus banget asli 100% gak nyoba rugi tapi maap ini tolong dong bug dan loding suka stak lebih di fokuskan benerin di gamplay suka bug kadang loding juga suka stak gak mau masuk game play aku harap kedepannya lancar dan normal dalam tahap pengembangannya 👍,5
"Sya kasih bintang 2 aja dlu, klo udah bisa mengatasi bug, black screen dan stuck di loading baru sya kasih bintang full. Baru juga rilis udah parah banget bug nya",2
Mantap gamenya sangat ramah kepada player F2p hanya butuh kesabaran saja menaikan level membuka story level,5
Game nya bagus untuk segi grafik dan gameplay Tapi ada beberapa bug yang perlu di perbaiki yaitu bug stuck di loding Layar hitam Kadang ngeleg sendiri Masa hp Snapdragon 8 Gen 3 Ga Kuat Kan Ga Mungkin Jadi Tolong di perbaiki untuk bug nya,5
"So far bagus lah Cuma awal2 main masa default kontrol nya gamepad bukan touch. Sering loading di lobby pdhl jaringan lancar, dan yg paling ngeselin redem codenya di limit sebagian user. Macam gk niat kali ngasih redem code😑😑😑",3
"bagus untuk awal² tapi, tolong diperbaiki loadingnya, karna kadang² terdapat loading yg mengakibatkan tiddak bisa menekan tombol selain tombol jalan, tetapi ini sudah cukup bagus untuk awal rilis",4
"Kebanyakan bug, baru juga main tapi langsung disambut bug, bug layar hitam pas story, bug loading macet. Mana berturut turut pula, tolong perbaiki developer.",1
Tolong dong diperbaiki bug nya.. Di device saya redmi 13c kontrol karakternya tidak bisa ditekan tapi bagian setup bisa.. Belum lagi kursor mouse yg masih terlihat padahal ini game Android bukan pc,3
dari segi grafik sudah sangat bagus dan gameplay yang bagus dan menarik tapi sayang sekali game nya lumayan berat dan untuk mencari gold lumayan susah saya harap untuk sedikit di ringankan dan diberikan dungeon khusus untuk mining gold,5
"Banyak banget bug nya, dari awal download aja susah buat masuk gamenya, Contohnya Loading Screen yang gak selesai selesai. Pls Kasih solusi buat bug tersebut",1
"Bagus bgt ,seru..hadiah2 nya juga sangat menarik ,oh ya.gatcha nya terbilang mudah Alhamdulillah... terimakasih . Beri hadiah lebih ya kalo dev nya punya rejeki hehehehe",5
"Secara story udah sesuai dengan anime nya, namun penyesuaian game sangat disayangkan masih banyak bug di versi android, untuk game yang awal rilis sudah oke, hanya perlu banyak perbaikan.",4
"Mohon maaf kasih bitang 3 dulu Game nya bagus, cuman terlalu banyak bug, di lobby selalu loading, bug black screen, bug stuck di loading Tolong di perbaiki demi kenyamanan para pemain",3
"gameny sesuai story di anime dan manhwany, dan g nyangka di gameny seseru itu jerlah meskipun sempet stuck di tutorial karena kesalahan teknis 😅 semoga di update selanjutnya di perbaiki, kasian yg pada baru download nanti mereka ngiranya gara2 device mereka yg kurang support karena g bisa touch screen di tutorial yg pdhl tinggal ke pengaturan buat ganti opsi kontrolny ygy karena pas baru masuk game ini tuh opsi kontrolny ke setting ke mode gamepad 😁",5
"Game bagus, mereferensikan manga dan anime ny. Sedikit saran ini game setiap pindah menu di lobby selalu ad loading yang sangat menjengkelkan, semoga cepat di perbaiki agar bisa selalu up ini game",4
Stick nya gak bisa di pencet gak tau emang dari game nya atau kayak mana tapi tolong jelasin cara biar stick nya jalan stick L dan juga waktu mau minta bantuan karakter yang lain juga gak bisa di pencet harus ganti layar sentuh dulu baru bisa,1
"Lag gk tau kenapa. even tidak bersahabat. perbaiki bug. hilangkan hitungan waktu dlm setiap stage supaya bermain lebih enjoy. jngn mengekang player, mohon kerjasamanya developer ty, setelah di perbaiki semua keluhan up bintang",2
Gambar 10 Action 10 Cerita 10 Efek 10 Loading 6 setiap pindah tampilan Pakai Wifi 9 Pakai Data Sulit masuk loading terus Memang game nya mahal kalau pengen rank atas Tapi untuk Free Player sudah cukup menghibur,5
"Stuck mulu,klo gak layar hitam ya stuck di loading udah di relog masih juga gitu,mana bnyak stuck di setiap chapter quest,ntah di main chapter atau sub chapter.tolong di perbaiki lagi min overall game ny udah bagus yang bikin ganggu bug stuck nya aja",5
"Game lu burik, di pakai hp chispet snap 865 aja sering blackscreen sama macet, udah upgrade full udah koneksi stabil ana tetep sama, tolong buatnya lebih serius, sayang game bagus tp macet dan black screen.",1
"terlalu banyak bug, stuck loading, yang paling parah akun guest tiba² log out trus ilang gatau lg ngembaliinnya gimana jadi males main lg 👎",1
"Banyak Bug, Loading screen suka berhenti, layar hitam, NPC terkloning, anggota party gak muncul, bossnya mati tapi gak ada pemberitahuan berhasilnya jadi stuck di map keliling sampe waktu habis. Device Poco F4",1
"Gamenya masih kurang sempurna di hpku masi sering keluar"" Sendiri teruss setiap aku buka menu apa pun itu selalu muter dulu habis itu puteran di tenga hilang setelah buka lagi muter lagi ada kyk loading gitu padahal sinyaku bagu+hp juga bagus buat mobile legend sama pubg gak patah"" Huft perbaiki dulu gamemu",3
Gua kasih bintang 4 karena ada bug pas pengen mulai story tapi masih di tempat mulai terima kasih sudah kasih rekomendasi game,4
