content,score,clean_text,sentiment,sentiment_label
"Bisa ga game nya di buat ga kejar2ran dgn waktu, ya kali kita bukan kalah sama bos tpi kalah sama waktu, memangnya di comik dan animenya ada soal waktu2 yah??",1,"game kejar2ran waktu, ya kali kalah bos tpi kalah waktu, memangnya comik animenya waktu2 yah??",0.0,netral
Yang bener aja ! Ini kan game versi mobile tapi control default nya malah pake gamepad bukan touchscreen. Terus quest pertama ngebug gak ada musuhnya,1,bener aja ! game versi mobile control default pake gamepad touchscreen. quest ngebug musuhnya,0.0,netral
"masih banyak bug di loading screen, setelah update lobby utama game tidak ada gambar karakter sama sekali",2,"bug loading screen, update lobby utama game gambar karakter",0.0258,positif
Tolong di perbaiki game ny suka ngebug .harus keluar dlu login ulang. Ntr main 5 menit ngebug lagi .bosanin jadi ny,1,tolong perbaiki game suka ngebug .harus dlu login ulang. ntr main 5 menit ngebug .bosanin,0.0,netral
Game nya bagus tapi banyak bug contohnya Sering tiba tiba stuck di black screen Loading nya kadang kadang berhenti Dan lain lain untuk developer mungkin bisa diperbaiki lagi game nya,5,game bagus bug contohnya stuck black screen loading kadang kadang berhenti developer diperbaiki game,-0.25,negatif
"game nya seru, namun saya kasi ★ 3 karena, saat saya bermain di kisah, gate dan latar belakang kisah permainan-nya selalu freeze/stuck, padahal jaringan sinyal saya baik-baik saja. mohon di perbaiki lagi agar yang lainnya juga bisa bermain dengan lancar dan have-fun",3,"game seru, kasi ★ 3 karena, bermain kisah, gate latar kisah permainan-nya freeze/stuck, jaringan sinyal baik-baik saja. mohon perbaiki bermain lancar have-fun",0.0,netral
"Padahal ni game udh gua tunggu tunggu tapi malah nge bug, pas masuk game tiba tiba ada kursor nya trus pas maen ga bisa pencet apa apa malah di suruh pencet stick sebelah kiri padahal gua ga maen pake kontroler",1,"ni game udh gua tunggu tunggu nge bug, pas masuk game kursor trus pas maen pencet suruh pencet stick sebelah kiri gua maen pake kontroler",0.0,netral
"Aku kasih bintang 3, udah tak naikin satu bintang, kalau mau 5 bintang benerin bug bugnya secara bertahap biar pengalaman bermainnya makin bagus.",3,"kasih bintang 3, udah naikin bintang, 5 bintang benerin bug bugnya bertahap pengalaman bermainnya bagus.",0.0,netral
Development game paling pelit sih menurutku. Item2nya susah carinya. Top Up mahal dapat ga seberapa.,2,development game pelit sih menurutku. item2nya susah carinya. top up mahal seberapa.,0.2023,positif
"Keseeingan ngebug, load jalan ditempat terus, Gemplay grafis bagus, cuma itu aja kendala di hp ngebug load jalan di tempat",4,"keseeingan ngebug, load jalan ditempat terus, gemplay grafis bagus, aja kendala hp ngebug load jalan",0.0,netral
"Gamenya selalu inovatif, cuma ada beberapa yg mengganggu, yaitu loading lama, bug padahal sekelas netmarbel kok bisa gini ya?",2,"gamenya inovatif, mengganggu, loading lama, bug sekelas netmarbel gini ya?",0.0,netral
"Game ga layak ,untuk di mainkan... 1.terlalu banyak bug 2.pay to win 3.sistem error' 4.story yg udah kebaca",1,"game layak ,untuk mainkan... 1.terlalu bug 2.pay to win 3.sistem error' 4.story udah kebaca",0.2732,positif
"baru login udah ada icon cursor pc, dan anehnya pas di tutorial di suruh pencet stick kiri. tolong kalau belum optimal untuk buka global. mending di undur dulu. daripada pas rilis banyak bugnya.",1,"login udah icon cursor pc, anehnya pas tutorial suruh pencet stick kiri. tolong optimal buka global. mending undur dulu. pas rilis bugnya.",0.3612,positif
"Bagus tapi masih banyak bug. Sering lag, seling muter², seeing ngefreez",4,"bagus bug. lag, seling muter², seeing ngefreez",-0.34,negatif
"Bansos keren gw akuin, tpi cman 1 yg gw sebel dri game ini, BUG LOADING/LOADING STUCK! Kenapa sih gk di benerin tuh bug drti awal rilis heran gw!",2,"bansos keren akuin, tpi cman 1 sebel dri game ini, bug loading/loading stuck! sih benerin tuh bug drti rilis heran gw!",-0.3786,negatif
"Bug screen nya dong min di benerin , kirain karna Hp agak panas karna di setting Tinggi , udh ganti ke paling rendah sama aja",3,"bug screen benerin , kirain karna hp panas karna setting , udh ganti rendah aja",0.0,netral
Bagus ya bagus tapi coba perbaiki bagian bug loading saat mau main demi kenyaman player,3,bagus ya bagus coba perbaiki bug loading main kenyaman player,0.0,netral
"Loading leveling gw benci selalu muncul setiap selesai stage atau setelah menuju manapun,jangan cuma peras uang player saja! Segera perbaiki secepatnya",1,"loading leveling benci muncul selesai stage manapun,jangan peras uang player saja! perbaiki secepatnya",0.0,netral
Berhenti di Gerakkan stick sebelah kiri. Tapi ditekan dimanapun tidak bisa bergerak. Dan tidak ada perubahan. Ternyata sebelum tutorial. Tekan pause. Dan ubah dahulu kontrol nya,5,berhenti gerakkan stick sebelah kiri. ditekan dimanapun bergerak. perubahan. tutorial. tekan pause. ubah kontrol,0.0,netral
"Saya memakai device black shark 4, saat bermain solo leveling hp saya drop kena ram nyaa.. dan gak bisa nyala lagi...",1,"memakai device black shark 4, bermain solo leveling hp drop kena ram nyaa.. nyala lagi...",-0.2732,negatif
Bug LOADING diperbaiki dulu...suaranya sdh masuk dlm game. Tapi gambar loadingnya gak hilang. Harus keluar masuk game baru bisa selesain misi ..,1,bug loading diperbaiki dulu...suaranya sdh masuk dlm game. gambar loadingnya hilang. masuk game selesain misi ..,0.0,netral
"Game nya sudah bagus, levelingnya juga bagus... Tapi tetap rasanya ada yg kurang... Tapi baguss gamenya..",5,"game bagus, levelingnya bagus... kurang... baguss gamenya..",0.0,netral
Dari segi grafik dan alur udah ok tapi sayang gx bisa reset hero jadi susah buat Upgrade jika salah nempatkan jadi gold kebuang sia sia dan harus cari gold lagi buat upgrade. Semoga ada fitur reset heronya,4,segi grafik alur udah ok sayang gx reset hero susah upgrade salah nempatkan gold kebuang sia sia cari gold upgrade. semoga fitur reset heronya,0.7003,positif
"Untuk game nya udah bagus cuma kadang stuck loading saat main story,gate dan lainnya jadi harus relogin",2,"game udah bagus kadang stuck loading main story,gate relogin",-0.25,negatif
"Masih terdapat banyak bug, seperti: (1)Loading gagal; (2)Loading lama; (3)Tampilan stuck di loading; (4)Perlu melalukan beberapa kali klik untuk dapat memproses sesuatu; dan (5)Layar mendadak blank screen. Mohon untuk segera di lakukan development admin, terimakasih",5,"bug, seperti: (1)loading gagal; (2)loading lama; (3)tampilan stuck loading; (4)perlu melalukan kali klik memproses sesuatu; (5)layar mendadak blank screen. mohon lakukan development admin, terimakasih",-0.25,negatif
"Loading mulu dah , sering bug in game pada saat switch hunter , hunter yg sebelumnya masih disitu dan kena demage , loading stuck , ah payah",3,"loading mulu dah , bug in game switch hunter , hunter disitu kena demage , loading stuck , ah payah",-0.25,negatif
Saya suka gamenya tapi masih suka patah patah meskipun grafik dah di lowkan . Harap di perbaiki,4,suka gamenya suka patah patah grafik dah lowkan . harap perbaiki,0.0,netral
ada yang kurang dari game ini yaitu masalah dari kualitas jaringan saya menggunakan wifi namun didalam game terkadang ngelag dan pada loading awal game terkadang eror dan menghubung service tolong diperbaiki kualitas jaringan nya developer,4,game kualitas jaringan wifi didalam game terkadang ngelag loading game terkadang eror menghubung service tolong diperbaiki kualitas jaringan developer,0.0,netral
"Ini terlalu banyak bug dan persiapan rilis kurang matang, karena bug yang sangat mengganggu jalannya permainan, kami mohon segera di perbaiki, semisal bug kecil dan tidak mengganggu jalannya permainan kami masih terima saja tapi ini terlalu memaksa untuk open global dan kesannya memaksa, tapi kita akan menunggu untuk update selanjutnya, dan sangat disayangkan untuk game sebagus ini dan jalan cerita yang menarik,tapi terlalu banyak bug jadi mohon segera di perbaiki terima kasih",3,"bug persiapan rilis matang, bug mengganggu jalannya permainan, mohon perbaiki, bug mengganggu jalannya permainan terima memaksa open global kesannya memaksa, menunggu update selanjutnya, disayangkan game sebagus jalan cerita menarik,tapi bug mohon perbaiki terima kasih",0.0,netral
Dengarkan lah keluhan para playernya min jangan bisanya cari keuntungannya doang min game bagus tapi masih banyak bug nya,5,dengarkan keluhan playernya bisanya cari keuntungannya doang game bagus bug,0.0,netral
"Gameplay bagus, tapi terlalu banyak loading screen di setiap segment. Tolong diperbaiki",3,"gameplay bagus, loading screen segment. tolong diperbaiki",0.0,netral
"Seru tapi bug nya banyak banget, kadang layar hitam sendiri,trs quest nya ga bisa jalan karna terhalang tembok si mc nya pdhl udh kalahin monster nya , banyak banget sih bug nya mending jangan main dulu deh sampai developer nya lebih pintaran dikit ngurus bug nya kocak banget soalnya",2,"seru bug banget, kadang layar hitam sendiri,trs quest jalan karna terhalang tembok si mc pdhl udh kalahin monster , banget sih bug mending main deh developer pintaran dikit ngurus bug kocak banget",0.0,netral
"Masih ada bug di awal tutorial, layar freeze tidak bisa di klik dan masih ada pointer dr awal game memulai, semoga cepat di selesaikan min🤝 blom bisa main tutorial nya ini min wkwkkw. Device poco M5",4,"bug tutorial, layar freeze klik pointer dr game memulai, semoga cepat selesaikan min🤝 blom main tutorial wkwkkw. device poco m5",0.0516,positif
Pengalaman loading setiap kembali ke lobby terkadang sangat menjengkelkan. Apabila bisa dihilangkan akan lebih baik.,4,pengalaman loading lobby terkadang menjengkelkan. dihilangkan baik.,0.0258,positif
"sejauh ini sih ok,. game nya bagus gambar juga bagus,. cuma masih kebnykan loading nya sih, tapi secara keseluruhan sih bagus,. nice deh pokonya, untuk saat ini ok",5,"sih ok,. game bagus gambar bagus,. kebnykan loading sih, sih bagus,. nice deh pokonya, ok",0.6124,positif
"bug loading nya ngeselin banget,coba fiks dulu sayang soalnya ini game bagus tapi kalau ada bug ngeselin kaya gitu bikin pemain gak betah bermain",1,"bug loading ngeselin banget,coba fiks sayang game bagus bug ngeselin kaya gitu pemain betah bermain",0.0,netral
Ini kenapa gamenya kok kadang ngestuck trus kalo loding padahal gw snap 870 lho. Dan kadang juga pas habis ngerjain kisah setuckndi loding mulu. Jadinya gw relog ya masa habis kisah kok relog terus gmn sih,2,gamenya kadang ngestuck trus loding snap 870 lho. kadang pas habis ngerjain kisah setuckndi loding mulu. relog ya habis kisah relog gmn sih,0.0,netral
Dari segi grafik dan gameplay udh bagus tapi setiap main atau ambil misi loading terus padahal sinyal sudah bagus,3,segi grafik gameplay udh bagus main ambil misi loading sinyal bagus,0.0,netral
Tolong perbaiki bug nya di perbaiki dong min terkadang ngestak atau macet min padahal jaringan lancar tolong perbaiki lagi,1,tolong perbaiki bug perbaiki terkadang ngestak macet jaringan lancar tolong perbaiki,0.0,netral
"Loading lama, login masih sering error' , perpindahan dari menu lama tolong di tingkatkan lagi",2,"loading lama, login error' , perpindahan menu tolong tingkatkan",-0.4019,negatif
Game nya Bagus. Ternyata nglag tuh pas awal aja emng. Karna data blm didownload semua kya nya. Tpi pas udh di download semua datanya lancar2 aja kok. Keren bro. Semangat,5,game bagus. nglag tuh pas aja emng. karna data blm didownload kya nya. tpi pas udh download datanya lancar2 aja kok. keren bro. semangat,0.0,netral
"Bug loading stuck parah... Main cuma 3 menit, sejam cuma buat sibuk keluar masuk game....",2,"bug loading stuck parah... main 3 menit, sejam sibuk masuk game....",-0.25,negatif
"Game banyak bug,yang bener la masa 30menit loading screen Mulu,udah relog tetep gitu,gajelas",1,"game bug,yang bener la 30menit loading screen mulu,udah relog tetep gitu,gajelas",0.0,netral
"woy tolol kenapa akun gues gue keriset padahal gue sendiri gk ada ngeriset, setan ni game , haduhhh capek2 gua mainin sampek level 69, udah gitu kebanyakan stuck diloading padahal sinyal bagus, sampek bosan gue maen ni game, sialan",1,"woy tolol akun gues gue keriset gue ngeriset, setan ni game , haduhhh capek2 gua mainin sampek level 69, udah gitu kebanyakan stuck diloading sinyal bagus, sampek bosan gue maen ni game, sialan",-0.25,negatif
"Bagus gameplaynya fitur-fitur menarik banyak, 1 yg kurang kasi open world nya developer biar gk bosen grinding story grinding story jenuh lama lama",4,"bagus gameplaynya fitur-fitur menarik banyak, 1 kasi open world developer bosen grinding story grinding story jenuh",0.0,netral
Sering sering bagi coin susah nyarinya buat upgrade juga mahal jadi susah nyelesaiin misi jika levelnya kurang,4,coin susah nyarinya upgrade mahal susah nyelesaiin misi levelnya,0.0,netral
"Sistem gacha yg mantap, kebnyakn dpt di low pity selama aku main game ini, dan kekurangan ada bbrpa bug yg agak menggangu. Sayangnya game ini kurang cocok buat aku aja. Aku kasih bintang 5 karena sistem gacha dan bnyk bansos nya......",5,"sistem gacha mantap, kebnyakn dpt low pity main game ini, kekurangan bbrpa bug menggangu. sayangnya game cocok aja. kasih bintang 5 sistem gacha bnyk bansos nya......",-0.5106,negatif
Gila ini Bug loading ga kelar kelar ? Masa iyaa harus sampe 5x repload cuman stuk di loading sama menu blank biru doang ? Device Iphone 11 Pro,1,gila bug loading kelar kelar ? iyaa sampe 5x repload cuman stuk loading menu blank biru doang ? device iphone 11 pro,0.0,netral
Bagus game nya ga ada bug grafik bagus. Min gratisin tiket kuning 100 aja jan banyak banyak sama sama yang putih,5,bagus game bug grafik bagus. gratisin tiket kuning 100 aja jan putih,0.0,netral
tolong perbaikin bug nya setiap mau masuk selalu ada kendala gagal login atau jaringan padahal jaringan udah bagus,3,tolong perbaikin bug masuk kendala gagal login jaringan jaringan udah bagus,0.0,netral
"Banyak bug untuk versi andro padahal HP mumpuni sring klo masuk sesuatu layar blank hitam,di loading stuck, saat kembali ke loby pasti buffering mohon di perbaiki masalahnya itu saja saran saya, tapi game menurut saya bgus semoga kedepannya lebih baik",3,"bug versi andro hp mumpuni sring masuk layar blank hitam,di loading stuck, loby buffering mohon perbaiki saran saya, game bgus semoga kedepannya",-0.25,negatif
Tolong developer tingkatkan jumlah gold nya karena buat upgrade attachment dan masalah bug loading buat di benerin lagi,4,tolong developer tingkatkan gold upgrade attachment bug loading benerin,0.296,positif
Bug mulu isinya loading screen ga selesai selesai harus di relog dulu baru bisa banyakkk buggggg,1,bug mulu isinya loading screen selesai selesai relog banyakkk buggggg,0.0,netral
"Drop rate ssr rendah, harus 80x baru dapet SSR. Setiap dungeon pasti ngebug di loading. Setiap masuk ke hall selalu ada loading nya.",1,"drop rate ssr rendah, 80x dapet ssr. dungeon ngebug loading. masuk hall loading nya.",-0.2732,negatif
"Tolong Develover untuk segeea membenahi bug"" nya seperti selalu loading dan lock musuh yg ngawur, dan ret up gacha buat F2P yg ampas....",1,"tolong develover segeea membenahi bug"" loading lock musuh ngawur, ret up gacha f2p ampas....",0.0,netral
Games nya macet mulu padahal main games yg 15 GB ajah ga ada macet nya. Inih cuma 6 GB tapi parah. Kecewa banget,3,games macet mulu main games 15 gb ajah macet nya. inih 6 gb parah. kecewa banget,0.0,netral
"Bugnya diperbaiki dulu, masih banyak bug terutama loading nya menu game maupun saat main game tiba-tiba loading, masak sudah rilis di global masih banyak bug",1,"bugnya diperbaiki dulu, bug loading menu game main game loading, masak rilis global bug",0.0,netral
"Terlalu bnyak bug nya. Ak pikir habis di update bakal lebih baik, ini malah makin sering nge bug. Bikin males mainnya",1,"bnyak bug nya. ak pikir habis update baik, nge bug. males mainnya",0.0,netral
game banyak bug dah ngestak mulu pas mau battle loading gak di fix di lobby kadang bug full screen biru apalah,1,game bug dah ngestak mulu pas battle loading fix lobby kadang bug full screen biru apalah,-0.3612,negatif
"Terlalu banyak tutorial yang memaksa para pemain dan terlalu panjang durasi tutorialnya, jadi para pemain tidak bisa menikmati alur cerita dari karakter utama dalam game. Terlalu banyak mengatur kebebasan para pemain sama saja dengan memberikan kesan kalau game tidak boleh di mainkan",1,"tutorial memaksa pemain durasi tutorialnya, pemain menikmati alur cerita karakter utama game. mengatur kebebasan pemain kesan game mainkan",0.0,netral
"Ini game bagus, cuma dikit-dikit loading, bikin kesel. Update terbaru pun masih aja loading terus, parah.",1,"game bagus, dikit-dikit loading, kesel. update terbaru aja loading terus, parah.",0.0,netral
"Kebanyakan buffering, bermenit2 pdhl semua lancar. Drop rate gacha jelek banget, while main di device laptop bisa dua SSR 10 gacha, di HP boro2 harus mentok 80 gacha dulu baru dapat 1 SSR.",5,"kebanyakan buffering, bermenit2 pdhl lancar. drop rate gacha jelek banget, while main device laptop ssr 10 gacha, hp boro2 mentok 80 gacha 1 ssr.",-0.2732,negatif
apakah anda niat dalam membuat game yang penuh bug ini anda hanya bisa membuat item dan gacha yang mahal daripada memperbaiki bug dalam game ini,1,niat game penuh bug item gacha mahal memperbaiki bug game,0.0,netral
Bug bug nya belum ilang³ sangat mengecewakan! Game belum jadi di rilis tolong lah di benerin,1,bug bug ilang³ mengecewakan! game rilis tolong benerin,0.0,netral
"game RPG yang sangat epic banget, seru, ceritanya Seru, grafiknya jga keren Abis,, nyesel pokonya klw G Download sekrng, 🥳",5,"game rpg epic banget, seru, ceritanya seru, grafiknya jga keren abis,, nyesel pokonya klw g download sekrng, 🥳",0.0,netral
Kebanyakan bug nya udah gak espektasi tinggi soalnya developer nya aja ini bikin game selalu ada bug dan gak mau di fix game yang harusnya bagus di bikin jelek oleh pembuat asal negara nya sendiri korsel,1,kebanyakan bug udah espektasi developer aja game bug fix game bagus jelek pembuat negara korsel,0.0,netral
"Tolong di perbaiki lagi untuk bug nya, selalu macet saat di loading dan harus keluar dulu baru masuk lgi",2,"tolong perbaiki bug nya, macet loading masuk lgi",0.0,netral
Saya kasi Bintang2 dulu aja soalnya game ini berat bukan berat ukuranya berat loginya butu kekuatan jaringan . Kalo bisa di perbaiki kayak game moba . Loginya cepat,2,kasi bintang2 aja game berat berat ukuranya berat loginya butu kekuatan jaringan . perbaiki kayak game moba . loginya cepat,0.0,netral
"Kocak ni game, banyak bug nya, loading nya lama banget lagi, sampe rilog trus, masa main game rilog mulu tiap ada bug, mau keluar akun aja gk bisa, kan kocak, payah nih game, kok gk di uji dlu sebelum di rilis!!????",1,"kocak ni game, bug nya, loading banget lagi, sampe rilog trus, main game rilog mulu bug, akun aja bisa, kocak, payah nih game, uji dlu rilis!!????",0.0,netral
Game baik. Untuk versi terbaru masih ada aja bug loading dan login masih saja lama. Game sepi,1,game baik. versi terbaru aja bug loading login lama. game sepi,0.0,netral
"Bug nya astaga Ganggu banget Kalo gak niat buat game,ending gak usah buat Masak iya mau aen harus reload berkali kali",1,"bug astaga ganggu banget niat game,ending masak iya aen reload berkali kali",0.0,netral
Bug dalam game tolong di perbaiki! terlalu banyak bug sampai ngak bisa di mainkan,3,bug game tolong perbaiki! bug ngak mainkan,0.0,netral
Sering hang dan macet tolong developer di perbaiki Setelah update masi sama gak ada perubahan,1,hang macet tolong developer perbaiki update masi perubahan,0.0,netral
Game nya makin bayak bug. Loading nya terlalu banyak & lama. Kadang jga stuck,2,game bayak bug. loading & lama. kadang jga stuck,-0.25,negatif
"Update tambah ngga jelas, pake data seluler ngga bisa harus pakai wifi,,bugs masih aja loading terus",1,"update ngga jelas, pake data seluler ngga pakai wifi,,bugs aja loading",0.0,netral
"game yang luar biasa,tapi tolong dong waktu bertempur nya di tambah sedikit gw sering banget kalah cuman gara2 kehabisan waktu",4,"game biasa,tapi tolong bertempur banget kalah cuman gara2 kehabisan",0.0,netral
"servernya nggak pernah stabil tidak nyaman, setiap main setelah 1 stage pasti stuck di loading screen, beberapa kali juga sering bug seperti menembus tembok dan t pose",2,"servernya nggak stabil nyaman, main 1 stage stuck loading screen, kali bug menembus tembok t pose",-0.25,negatif
Bodoh bgt dah dev gamenya abis update bukannya bener bugnya malah makin parah gw udh 10 kali relog gara gara stuck di loading mulu lohhh,1,bodoh bgt dah dev gamenya abis update bener bugnya parah udh 10 kali relog gara gara stuck loading mulu lohhh,-0.25,negatif
Game bagus grafik nya keren tapi ada 1 masalah besar stuck loading nya njerrr ngeselin.. maap bintang nya gw kurangin 4..,1,game bagus grafik keren 1 stuck loading njerrr ngeselin.. maap bintang kurangin 4..,-0.25,negatif
Kadang suka keluar sendiri gamenya tolong diperbaiki lagi bug nya,3,kadang suka gamenya tolong diperbaiki bug,0.0,netral
"Weh, setelah update kok jadi sering stuck. Aduuh, tolonglah diperbaiki nih bug. ;(",3,"weh, update stuck. aduuh, tolonglah diperbaiki nih bug. ;(",-0.25,negatif
"Setiap ngelag sedikit, langsung ngebug nih game. Juga jaringan lancar pun tetap ngebug nih game",1,"ngelag sedikit, langsung ngebug nih game. jaringan lancar ngebug nih game",0.0,netral
Sebelum update tidak ada kendala for close Kanapa setelah update sering terjadi fo close Update bukannya makin bagus malah makin buruk,1,update kendala for close kanapa update fo close update bagus buruk,0.0,netral
"Masa baru mulai dah nge bug, loading di tungguin lama, tolong di perbaiki lagi",1,"dah nge bug, loading tungguin lama, tolong perbaiki",0.0,netral
"Sorry deh gua uninstall, masih sama aja bug loading mulu jadi malas main!!! Rencana mau top up, tapi di buat mikir lgi ehe...",1,"sorry deh gua uninstall, aja bug loading mulu malas main!!! rencana top up, mikir lgi ehe...",0.3348,positif
"Game nya keren dan kualitas grafik mantap sama jalan ceritanya tapi, Loading kadang nyangkut pas akhir, terus pada saat di lobby jaringan sering muter2 tolong segera di perbaiki.",3,"game keren kualitas grafik mantap jalan ceritanya tapi, loading kadang nyangkut pas akhir, lobby jaringan muter2 tolong perbaiki.",0.0258,positif
ini gimana sih sudah dowload datanya setelah itu mau start ceritanya kok tidak bisa ditekan tekan apapun tidak bisa mau balek mau tekan ini itu tidak bisa. ini bug atau apa,1,gimana sih dowload datanya start ceritanya ditekan tekan apapun balek tekan bisa. bug,0.0,netral
Untuk admin game ini tolong agar bisa multiplayer seperti game RPG lainya seperti genshin impact Selain itu udh bagus semua,5,admin game tolong multiplayer game rpg lainya genshin impact udh bagus,0.0,netral
"Sesuai Harapan, aing penggemar SoLev jadi tidaklah mengecewakan ini game meskipun dengan Harga² top up yg agak gimana tapi aing puas main ini game karena GRAFIK-nya itulohhhh sugoooiii🔥🔥🔥🔥",5,"sesuai harapan, aing penggemar solev mengecewakan game harga² top up gimana aing puas main game grafik-nya itulohhhh sugoooiii🔥🔥🔥🔥",0.2023,positif
"untuk sementara cukup baik sih,cuman masih sering delay untuk skill menghindar nya",5,"sih,cuman delay skill menghindar",-0.3182,negatif
"Game sudah bagus,tapi untuk player seperti saya kesulitan untuk mendapatkan resource (terutama gold) untuk upgrade.Update selanjutnya diharapkan diberi kemudahan atau menambahkan konten lainnya untuk mendapatkan resource tambahan",5,"game bagus,tapi player kesulitan resource (terutama gold) upgrade.update diharapkan kemudahan konten resource tambahan",0.0,netral
"Sdah loginnya lama pas mau main malah stuck lagi di loading, relog lagi malah sama kyak tadi, game rusak",1,"sdah loginnya pas main stuck loading, relog kyak tadi, game rusak",-0.25,negatif
Jaringan masih gak stabil pake wifi masih sering stak di loading...,3,jaringan stabil pake wifi stak loading...,0.0,netral
"Game rusak, Blue screen di lobby, Ngebug saat masuk gate/dungeon. Padahal baru update",1,"game rusak, blue screen lobby, ngebug masuk gate/dungeon. update",0.0258,positif
dari segi grafis udh oke cuman bugnya yang bikin males kadang black screen pas lagi lawan monster kadang stuck pas loading dan sering muter-muter kaya lag padahal jaringan bagus,1,segi grafis udh oke cuman bugnya males kadang black screen pas lawan monster kadang stuck pas loading muter-muter kaya lag jaringan bagus,-0.5267,negatif
"Sepertinya game ini gak akan bertahan lama, karena bug yg sangat menggangu permainan, dari waktu early access sampe global release belum ada perbaikan yang berarti, padahal banyak player yang berharap bisa bermain dengan enjoy di game ini, semoga dari kedepannya ada perbaikan ,supaya para player bisa bermain dengan tenang tanpa ada masalah di game nya",4,"game bertahan lama, bug menggangu permainan, early access sampe global release perbaikan berarti, player berharap bermain enjoy game ini, semoga kedepannya perbaikan ,supaya player bermain tenang game",0.4939,positif
kasih 3 dulu tolong sinyal server diperbaiki lagi padahal sinyal lancar dan aman kok ini tiba-tiba gangguan koneksi 😂,3,kasih 3 tolong sinyal server diperbaiki sinyal lancar aman gangguan koneksi 😂,0.0,netral
Tolong tambahkan skill untuk weapon hunter ssr agar lebih berguna dan tidak hanya untuk menambah stat saja,4,tolong tambahkan skill weapon hunter ssr berguna menambah stat,-0.296,negatif
"Sebenarnya gamenya sudah bagus cuman masih banyak bug yg perlu di perbaiki,seperti loading dan grafik,padahal sudah di setting rendah tetap saja seperti itu,mohon untuk lebih di perhatikan lagi",3,"gamenya bagus cuman bug perbaiki,seperti loading grafik,padahal setting rendah itu,mohon perhatikan",0.0,netral
"Tolong di perbaiki bug di loading screen tidak bisa masuk ke game nya padahal koneksi internet bagus di pakai youtube sama tiktok lancar no buffering, jika sudah di fix saya kasih bintang 5, soalnya banyak yang mengalami kejadian seperti saya",4,"tolong perbaiki bug loading screen masuk game koneksi internet bagus pakai youtube tiktok lancar no buffering, fix kasih bintang 5, mengalami kejadian",-0.296,negatif
Unduh data aja engga bisa Mana mau main ini Aduh padahal udh nunggu ini game Malah engga bisa di bukan Masalah jaringan apa lah lgi Pokoknya engga bisa di buka Ini game,1,unduh data aja engga main aduh udh nunggu game engga jaringan lgi pokoknya engga buka game,0.0,netral
"Tolong developer game di perbaiki stack loading screen, masak harus reload tiap begitu,Ada kali saya satu hari sampai harus relog sebanyak 15 kali,",2,"tolong developer game perbaiki stack loading screen, masak reload begitu,ada kali relog 15 kali,",0.0,netral
"Minimal developer nya kalo update bug nya di hapus lah dah relog masih aja stack di loading, ini mah bukan solo leveling tapi solo loading",1,"minimal developer update bug hapus dah relog aja stack loading, mah solo leveling solo loading",0.0,netral
"Game yg paling buat gua betah main gak bikin bosan, dari semua game leveling buat up power Hero cuman game ini yg gua mainin paling lama the best lah buat developer",5,"game gua betah main bosan, game leveling up power hero cuman game gua mainin the best developer",0.8316,positif
Game ini sangat bagus dan banyak gratisan juga bagi f2p pasti seneng main game ini aku kasih bintang 5 ini wort it buat di dowload mantap,5,game bagus gratisan f2p seneng main game kasih bintang 5 wort it dowload mantap,0.0,netral
"Kebanyakan bug nya, tolong dong team Dev di perbaiki lagi,,, Jadi males maininnya jadinya ngelag terus",2,"kebanyakan bug nya, tolong team dev perbaiki lagi,,, males maininnya ngelag",0.0,netral
"Kacau, akhir akhir ini, main mini dungeon sama gate nge bug Mulu.. loadingnya gak selesai selesai, harus force close terus",2,"kacau, ini, main mini dungeon gate nge bug mulu.. loadingnya selesai selesai, force close",0.0,netral
"Baru download udh gabisa dibuka stuck loading gamau masuk diulang lagi tetap sama, rugi download game sampah buang kuota buang waktu",1,"download udh gabisa dibuka stuck loading gamau masuk diulang sama, rugi download game sampah buang kuota buang",-0.25,negatif
"Bug, boss cerberus susah amat ya, juga tau2 eror, karakter kelempar ngga jatuh2.....juga duid susah, gacha untuk f2p juga kurang nyaman sekaleeee",2,"bug, boss cerberus susah ya, tau2 eror, karakter kelempar ngga jatuh2.....juga duid susah, gacha f2p nyaman sekaleeee",0.0,netral
"Game sudah bagusss bangetttt,tapi sayang nyaaaaa,banyak buggg Apa lagi pas loading screen nya sering ngefreez",3,"game bagusss bangetttt,tapi sayang nyaaaaa,banyak buggg pas loading screen ngefreez",0.0,netral
Bug loading bug loading dan bug loading percuma update kalo bug dari awal liris sampe sekarang gak pernah di benerin,2,bug loading bug loading bug loading update bug liris sampe benerin,0.0,netral
"Baru rilis, ada kendala pas baru main. Belum sempurna untuk di buka, ada lagging di awal awal. Hp juga bukan hp kentang, pake SD 870. Game lain masih lancar. Yah maklum baru aja rilis, mungkin harus ada perbaikan.",5,"rilis, kendala pas main. sempurna buka, lagging awal. hp hp kentang, pake sd 870. game lancar. yah maklum aja rilis, perbaikan.",-0.2732,negatif
"Perbaiki bugnya dong cape tau refresh mulu dikit"" ngebug tolong di perbaiki game sebagus ini kalo ngebug jadinya jelek mohon di perbaiki terimakasih",1,"perbaiki bugnya cape tau refresh mulu dikit"" ngebug tolong perbaiki game sebagus ngebug jelek mohon perbaiki terimakasih",0.0,netral
